Frame,Area,Perimeter,Aspect_Ratio,Time,Division_Speed
19,0.0,0.0,1.0,1.9000000000000001,0.0
19,95.5,72.87005722522736,1.2857142857142858,1.9000000000000001,955.0
19,0.0,0.0,1.0,1.9000000000000001,955.0
19,0.0,2.0,2.0,1.9000000000000001,0.0
19,0.0,2.0,0.5,1.9000000000000001,0.0
19,0.0,2.0,0.5,1.9000000000000001,0.0
19,0.0,0.0,1.0,1.9000000000000001,0.0
19,0.0,0.0,1.0,1.9000000000000001,0.0
19,1.0,9.656854152679443,0.75,1.9000000000000001,10.0
19,1.0,4.828427076339722,0.6666666666666666,1.9000000000000001,0.0
19,0.0,0.0,1.0,1.9000000000000001,10.0
19,0.0,0.0,1.0,1.9000000000000001,0.0
19,229.5,95.35533845424652,1.6875,1.9000000000000001,2295.0
19,163234.5,2286.1391701698303,1.3111111111111111,1.9000000000000001,1630050.0
19,0.0,4.828427076339722,1.5,1.9000000000000001,1632345.0
19,73.0,35.79898953437805,0.8461538461538461,1.9000000000000001,730.0
20,1.0,4.828427076339722,1.5,2.0,720.0
20,0.0,0.0,1.0,2.0,10.0
20,0.0,0.0,1.0,2.0,0.0
20,381.5,83.01219236850739,0.7241379310344828,2.0,3815.0
20,0.0,2.0,2.0,2.0,3815.0
20,0.0,0.0,1.0,2.0,0.0
20,388.5,105.49747371673584,0.5128205128205128,2.0,3885.0
20,0.0,0.0,1.0,2.0,3885.0
20,0.0,0.0,1.0,2.0,0.0
20,0.0,4.0,0.3333333333333333,2.0,0.0
20,2.0,6.828427076339722,0.5,2.0,20.0
20,0.0,0.0,1.0,2.0,20.0
20,2.0,6.828427076339722,0.5,2.0,20.0
20,10.5,19.899494886398315,0.75,2.0,85.0
20,96.0,55.79898941516876,1.5,2.0,855.0
20,326.0,94.42640602588654,0.7241379310344828,2.0,2300.0
20,0.0,9.656854152679443,2.5,2.0,3260.0
20,0.0,2.0,2.0,2.0,0.0
20,144049.0,3624.6357655525208,1.3111111111111111,2.0,1440490.0
20,242.0,98.76955199241638,1.9333333333333331,2.0,1438070.0
20,0.5,3.414213538169861,1.0,2.0,2415.0
20,1.0,4.0,1.0,2.0,5.0
20,0.0,0.0,1.0,2.0,10.0
20,0.5,5.414213538169861,0.6666666666666666,2.0,5.0
20,739.0,186.02438497543332,1.3611111111111112,2.0,7385.0
20,17.5,19.899494767189022,1.0,2.0,7215.0
20,98.0,50.62741661071777,0.9333333333333332,2.0,805.0
20,0.0,0.0,1.0,2.0,980.0
20,0.0,0.0,1.0,2.0,0.0
20,45.5,28.727921843528748,0.9,2.0,455.0
20,10.5,15.071067690849304,1.2,2.0,350.0
20,63.5,39.55634891986847,0.6666666666666666,2.0,530.0
20,0.0,0.0,1.0,2.0,635.0
20,0.0,0.0,1.0,2.0,0.0
20,0.0,2.0,0.5,2.0,0.0
20,2.0,6.828427076339722,2.0,2.0,20.0
